rock_name,long,lat,SiO2n,TiO2n,Al2O3n,FeO*n,MnOn,MgOn,CaOn,Na2On,K2On,P2O5n
Basalt,-122.7898,44.3958,51.2,2.66,14.9,13.04,0.3,4.11,8.6,3.59,0.54,1.06
,,,,,,,,,,,,
Basalt,-122.6167,44.4167,50.47,2.05,14.98,13.59,0.19,5.01,9.48,3.21,0.75,0.27
Basalt,-122.6042,44.4083,50.84,2.08,15.67,13.07,0.22,4.88,9.39,2.96,0.63,0.26
Basalt,-123.0096,43.8695,49.49,1.21,15.88,10.19,0.19,10.27,10.14,2.29,0.19,0.15
Basalt,-122.8586,44.0333,50.29,1.65,17.34,10.79,0.22,6.5,9.18,2.89,0.65,0.5
Basalt,-123,44.0375,50.72,1.33,16.97,10.39,0.2,7.07,10,2.51,0.51,0.3
Basalt,-122.8144,44.5119,51.61,0.81,15.78,8.59,0.17,9.18,11.09,2.32,0.33,0.12
Basalt,-123.1,44,51.29,1.86,16.76,10.42,0.21,5.37,9.65,3.47,0.59,0.38
,,,,,,,,,,,,
Basalt,-123,44.0375,51.04,1.41,17.07,10.01,0.16,6.76,9.71,2.89,0.61,0.34
Basaltic andesite,-123.0208,44.2083,52.46,1.04,16.84,8.96,0.2,6.73,10.85,2.41,0.34,0.19
Basaltic andesite,-122.7515,44.4389,53.42,1.8,16.22,9.75,0.21,4.68,8.47,3.92,1.01,0.52
Basaltic andesite,-123.0433,43.8474,53.7,1.5,17.92,9.08,0.14,4.01,9.85,3.2,0.39,0.21
Basaltic andesite,-123.05,44.4667,53.7,1.56,15.79,9.68,0.25,6.19,8.62,3.25,0.71,0.25
Basaltic andesite,-123.0447,43.8145,54.39,1.5,17.9,9.01,0.15,3.85,8.75,3.43,0.69,0.33
Basaltic andesite,-122.875,44.0167,54.1,1.75,15.82,11.12,0.19,4.47,8.63,3.2,0.5,0.23
Basaltic andesite,-122.9833,44.4042,54.86,1.6,17.57,9.42,0.15,3.13,8.48,3.58,0.98,0.23
Basaltic andesite,-123.0445,43.8236,54.8,1.5,17.29,8.65,0.14,3.75,9.43,3.83,0.37,0.24
Basaltic andesite,-122.8658,44.5388,54.62,1.77,15.39,11.16,0.24,4.27,8,3.49,0.8,0.26
Basaltic andesite,-122.8667,44.4833,55.56,0.96,16.59,7.98,0.14,6.38,8.48,2.82,0.95,0.14
Basaltic andesite,-123.0147,43.7903,54.67,1.93,15.94,10.49,0.21,3.98,7.61,3.98,0.87,0.32
Basaltic andesite,-123.0542,44.4542,56.13,1.6,15.92,9.78,0.2,4.02,7.48,3.69,0.91,0.27
Basaltic andesite,-123.0542,44.4542,56.1,1.62,16.03,9.85,0.19,3.79,7.4,3.83,0.92,0.27
Basaltic andesite,-122.8833,44.5333,56.65,1.22,16.44,8.22,0.21,4.93,7.65,3.26,1.22,0.2
Basaltic andesite,-122.992,44.285,56.49,0.78,15.92,7.81,0.15,6.13,9.03,2.75,0.83,0.11
,,,,,,,,,,,,
Basaltic andesite,-123.0466,43.7941,56.9,1.26,16.5,7.86,0.15,5.09,7.92,3.08,0.98,0.26
Andesite,-122.9027,44.3343,57.96,1.13,17.47,9.14,0.14,2.57,6.74,3.8,0.8,0.25
Andesite,-123.025,44.4125,58.27,1.33,15.7,8.48,0.18,3.33,7.1,4.13,1.24,0.24
Andesite,-122.8585,44.5586,59.24,1.44,15.98,8.58,0.19,2.73,5.89,4.3,1.34,0.31
Andesite,-122.9833,44.4208,60.37,1.24,15.36,8.79,0.19,2.59,5.84,4.35,1.05,0.22
Andesite,-122.9133,44.339,59.85,0.9,16.97,8.6,0.13,2.1,5.83,4.11,1.22,0.29
Andesite,-122.8667,44.35,62.12,0.83,17.16,6.57,0.12,2.15,5.03,4.04,1.75,0.23
Andesite,-122.9859,44.3433,64.11,1.19,14.43,7.7,0.17,1.67,4.36,4.35,1.7,0.32
,-122.4663,45.4347,52.79,1.64,18.09,9.19,0.17,5.85,7.57,3.4,0.87,0.43
,-122.5476,45.422,50.46,1.42,17.31,10.2,0.18,7.57,9.17,3.03,0.43,0.23
Basalt intrusion?,-122.6575,43.9055,51.14,1.01,18.41,8.57,0.15,6.2,10.07,3.26,1.02,0.17
Basaltic andesite,-122.6135,43.8975,53.49,1.17,19.1,8,0.14,3.9,9.8,3.5,0.65,0.25
Andesite,-122.5902,43.8977,59.66,1.61,15.07,8.1,0.15,2.89,5.71,4.19,2.22,0.4
Andesite,-122.5187,43.8667,58.09,1.65,15.91,8.87,0.18,3.19,6.99,3.72,0.94,0.46
Dacite,-122.524,43.9345,62.15,1.25,15.49,7.06,0.14,2.54,5.69,4.24,1.15,0.29
Dacite,-122.5202,43.8868,62.9,1.56,14.84,6.82,0.1,1.64,5.03,4.85,1.72,0.54
Dacite,-122.556,43.8573,63.49,1.3,14.4,7.62,0.18,1.55,4.8,4.85,1.39,0.42
Dacite,-122.5523,43.892,69.55,0.54,14.09,4.64,0.13,0.62,2.43,5.7,2.18,0.12
Dacite tuff,-122.599,43.9005,70.25,1.86,13.96,4.04,0.13,0.2,2,5.21,2.31,0.04
Rhyolite tuff,-122.599,43.9005,71.18,1.59,14.02,3.87,0.14,0.15,1.71,4.53,2.77,0.04
Rhyolite tuff,-122.5783,43.8947,71.83,0.68,13.93,4.09,0.13,0.86,1.84,3.76,2.71,0.17
Rhyolite tuff,-122.5748,43.8887,71.8,0.38,13.98,4.04,0.16,0.23,2.02,4.16,3.19,0.04
Rhyolite tuff,-122.5678,43.8913,72.24,0.3,13.71,3.63,0.13,0.15,1.8,4.19,3.81,0.04
Basaltic andesite intrusion ,-122.9133,42.8282,55.56,1.54,16.11,10.18,0.18,3.72,8.45,3.02,0.99,0.25
Basaltic andesite,-122.9285,42.8025,52.05,1.02,20.72,7.88,0.15,3.9,8.56,4.45,1.09,0.18
Basaltic andesite,-122.8888,42.8082,56.87,1.61,17.15,8.97,0.18,2.91,7.47,3.3,1.25,0.29
Basaltic andesite,-122.9263,42.7672,54.01,0.95,15.64,8.27,0.19,7.17,10.95,2.17,0.5,0.15
Rhyolite tuff,-122.908,42.764,76.81,0.19,13.28,1.47,0.02,0.21,1.04,3.41,3.54,0.03
Basaltic andesite,-122.8878,42.7712,52.73,1.08,19.97,7.81,0.15,4.26,10.45,2.53,0.74,0.28
Basaltic andesite,-122.3974,44.5934,59.19,1.08,18.01,6.59,0.12,3.46,7.43,3.58,0.16,0.38
Andesite,-122.3775,44.5885,62.34,1.18,16.36,6.3,0.13,2.24,5.38,3.82,1.84,0.41
Basalt,-122.347,44.587,53.11,1.09,18.2,7.46,0.14,4.92,9.99,3.12,1.54,0.43
Dacite,-122.3835,44.5597,67.44,0.89,16.15,4.19,0.17,1.46,1.65,4.23,3.46,0.36
Basaltic andesite,-122.358,44.588,56.24,1.08,18.83,6.96,0.14,3.54,7.89,4.14,0.78,0.41
Andesite,-122.422,44.6008,63.63,0.75,16.29,5.03,0.11,2.63,5.18,3.88,2.2,0.3
Quartz monzodiorite,-122.37,44.587,64.12,0.83,15.76,4.88,0.08,2.76,4.65,4.05,2.57,0.3
Granophyre,-122.368,44.587,77.14,0.11,11.96,1.36,0.03,0.14,1.36,0.41,7.36,0.13
Basalt dike,-122.356,44.592,56.71,0.95,17.31,6.63,0.14,4.49,5.44,5.1,2.9,0.33
Andesite dike,-122.375,44.589,62.75,1.47,16.25,7.34,0.14,2.1,2.77,5.38,1.27,0.53
Basalt dike,-122.3797,44.5887,57.77,0.94,16.09,6.45,0.12,4.04,7.8,2.97,3.41,0.41
Gabbro plug,-122.4175,44.5605,51.73,1.22,19.77,9.62,0.21,3.52,10.4,2.76,0.45,0.32
Rhyolite dike,-122.37,44.576,75.92,0.24,13.32,2.53,0.01,0.17,0.41,3.36,3.87,0.17
Basaltic andesite,-122.37,44.587,56,1.41,16.76,9.37,0.18,3.52,7.22,3.75,1.55,0.25
Altered andesite,-122.374,44.589,70.03,0.89,17.18,4.32,0.04,2.43,0.25,0.29,4.34,0.23
Altered andesite,-122.3784,44.5885,59.87,0.89,18.23,5.97,0.11,3.66,6.89,3.4,0.63,0.35
Altered andesite,-122.4116,44.5632,53.97,1.1,18.67,12.89,0.02,2.46,3.39,4.93,2.19,0.38
Basalt,-122.957,44.074,49.88,1.12,14.99,9.94,0.18,9.79,11.52,1.84,0.59,0.15
Basaltic andesite,-122.527,44.393,52.59,1.42,19.05,10.37,0.18,3.24,9.52,2.94,0.53,0.16
Basaltic andesite,-122.3133,43.9635,55.51,1.02,19.52,7.16,0.15,3.78,8.38,3.58,0.76,0.14
Basaltic andesite,-122.494,44.714,55.35,1.62,17.07,10,0.18,3.54,6.87,4.14,1.01,0.22
Andesite,-122.4117,45.0989,62.11,0.8,17.18,5.55,0.1,3.46,5.08,3.86,1.73,0.13
Andesite,-122.006,45.3456,62.16,0.67,17.91,5.12,0.08,2.75,5.7,4.27,1.22,0.12
Dacite tuff,-122.598,43.9005,71.12,0.32,14.14,4.14,0.13,0.17,2.09,5.03,2.83,0.03
Rhyolite,-122.3888,43.6203,70.11,0.59,14.9,3.87,0.08,0.63,2.13,4.97,2.63,0.09
Rhyolite tuff,-121.976,44.693,71.09,0.4,15.22,3.13,0.08,0.34,2.12,5.04,2.52,0.06
Rhyolite tuff,-122.3217,43.707,72.32,0.39,15.08,2.33,0.06,0.41,1.83,3.87,3.67,0.04
Rhyolite tuff,-122.483,44.055,73.78,0.39,14.61,1.92,0.01,0.23,1.66,3.94,3.42,0.04
Rhyolite,-122.3603,44.3389,73.09,0.18,15.35,1.69,0.04,0.1,1.12,4.57,3.86,0
Rhyolite tuff,-122.9413,43.2358,75.97,0.12,14.06,1.46,0.06,0.32,1.13,3.59,3.28,0.01
Basaltic andesite,-121.9065,44.7365,54.37,1.37,18.84,8,0.13,4.66,8.32,3.44,0.53,0.34
Dacite tuff,-121.958,44.7188,67.29,0.52,19,3.39,0.09,5.07,3.03,1.12,0.44,0.05
Dacite tuff,-121.9567,44.7188,62.33,1.2,16.84,5.98,0.11,2.7,4.82,3.92,1.84,0.26
Dacite tuff,-121.9558,44.7187,65.51,0.78,16.81,4.77,0.16,1.98,3.17,3.85,2.84,0.13
Dacite tuff,-121.9544,44.7194,58.63,1.63,17.33,7.43,0.13,3.08,7.49,2.25,1.67,0.36
Dacite tuff,-121.9558,44.7201,70.04,0.39,15.3,2.91,0.06,1.35,2.29,2.8,4.8,0.06
Basaltic andesite,-121.9461,44.7282,55.48,1.13,17.57,7.51,0.16,3.82,7.44,3.79,2.54,0.56
Basaltic andesite,-121.9521,44.7225,53.13,1.41,17.49,8.97,0.14,5.34,9.17,3.38,0.66,0.31
Basaltic andesite,-121.9305,44.7185,54.22,1.47,17.35,8.65,0.14,4.68,8.98,3.54,0.71,0.26
Andesite,-122.26,44.129,60.68,0.9,17.15,5.84,0.11,2.75,5.55,4.83,1.98,0.21
Andesite,-122.265,44.125,60.58,1.52,15.97,7.19,0.13,2.47,6.5,3.76,1.37,0.51
Rhyolite tuff,-122.236,44.147,72.27,0.36,15.32,2.55,0.09,0.38,1.68,4.9,2.34,0.11
Rhyolite tuff,-122.242,44.144,72.53,0.54,13.7,3.57,0.03,1.47,5.27,0.49,2.33,0.07
Rhyolite tuff,-122.276,44.13,71.57,0.51,14.95,3.04,0.05,1.97,4.18,1.46,2.19,0.08
Dacite tuff,-122.285,44.086,66.9,0.66,16.55,3.71,0.09,2.04,4.83,3,2.11,0.11
Andesite,-122.24,44.104,56.64,0.91,17.58,6.82,0.13,5.46,8.68,3.1,0.51,0.17
Andesite,-122.193,44.088,58.18,0.9,17.41,6.62,0.12,4.09,7.34,3.95,1.22,0.17
Andesite,-122.189,44.089,62.37,0.88,17.4,5.1,0.1,2.52,5.71,3.63,2.1,0.19
Andesite,-122.211,44.098,58.78,0.85,18.11,6.66,0.09,3.21,6.46,3.92,1.76,0.16
Andesite,-122.21,44.088,59.43,0.84,18.48,6.54,0.15,3.13,5.7,3.79,1.78,0.16
Andesite,-122.272,44.032,58.99,0.95,20.04,5.8,0.12,2.18,6.3,4.23,1.12,0.27
Basaltic andesite,-122.215,44.119,52.42,1.02,16.94,8.6,0.14,7.76,9.05,3.31,0.62,0.14
Basaltic andesite,-122.198,44.118,52.5,1.08,17.16,8.44,0.14,7.52,8.78,3.41,0.79,0.18
Basaltic andesite,-122.214,44.119,54.43,0.92,17.15,7.46,0.13,6.67,9.02,3.3,0.81,0.11
Dacite intrusion,-122.236,44.13,63.56,1.13,15.72,5.72,0.12,2.42,5.23,4.77,1.11,0.22
Andesite,-122.207,44.149,60.2,1.09,17.39,6.17,0.1,3.22,6.73,3.95,0.96,0.19
Basaltic andesite,-122.182,44.092,52.15,1.49,16.53,10.96,0.18,5.39,8.03,3.51,1.11,0.65
Basalt,-122.205,44.08,48.58,2.43,17.13,11.83,0.21,6.46,8.73,3.3,0.63,0.7
Basaltic andesite,-122.204,44.079,54,1.27,17.11,9.1,0.17,4.34,7.6,3.87,1.66,0.88
Basalt,-122.195,44.072,48.58,1.49,17.23,11.22,0.2,8.03,9.91,2.47,0.39,0.48
Basalt,-122.181,44.093,48.33,1.36,17.86,11.89,0.18,7.99,9.37,2.32,0.38,0.32
Basaltic andesite tuff and lava,-122.5293,43.8002,56.1,0.65,16.9,7.25,0.16,5.83,9.42,2.57,0.92,0.2
Dacite tuff and lava,-122.5298,43.789,71.22,0.99,14.73,3.98,0.07,0.27,2.66,4.36,1.52,0.2
Dacite,-122.5467,43.7865,71.93,0.86,14.89,1.23,0.11,1.3,3.62,4.22,1.64,0.2
Andesite,-122.6588,43.8222,60.7,1.13,16.16,8.66,0.13,2.03,6.24,3.55,1.06,0.34
Basaltic andesite,-122.5597,43.8115,52.38,1.6,17.5,10.73,0.28,3.99,7.63,4.86,0.61,0.42
Basaltic andesite,-122.5583,43.8125,53.54,1.3,18.17,10.21,0.18,3.65,8.75,3.38,0.52,0.3
Basaltic andesite,-122.559,43.8143,55.87,1.23,16.2,10.03,0.18,3.98,7.94,3.63,0.67,0.27
Andesite,-122.5468,43.812,57.93,1.99,14.65,9.9,0.19,3.32,6.92,4.11,0.63,0.36
Andesite,-122.5445,43.8142,59.58,1.47,15.83,8.14,0.15,2.95,6.4,4.15,0.86,0.47
Andesite,-122.5743,43.7907,58.09,1.19,16.18,9.35,0.17,2.87,7.25,3.91,0.66,0.33
Andesite,-122.5422,43.8192,58.25,1.34,16.81,7.25,0.15,3.29,8.34,3.61,0.66,0.3
Andesite,-122.6232,43.7592,60.24,1.09,17.21,6.6,0.14,2.67,6.65,4.08,1.02,0.3
Andesite,-122.5292,43.8278,68.13,0.86,15.83,3.94,0.09,0.8,3.4,4.74,2,0.21
Andesite intrusion,-122.5973,43.8183,62.29,1.45,15.65,6.76,0.15,2.18,5.88,4.14,1.15,0.35
Basalt,-122.6335,43.7658,50.94,1.33,16.12,10,0.15,8.26,8.22,3.36,1.24,0.38
Basalt,-122.2723,43.4963,51.87,1.31,16.93,8.92,0.18,6.72,8.39,3.34,1.67,0.67
Basalt,-122.2622,43.484,54.43,1.36,16.58,8.4,0.16,5.37,8.62,3.48,1.05,0.55
Basalt,-122.2568,43.476,53.75,1.09,17.58,8.51,0.18,5.26,8.41,3.57,1.01,0.64
Basalt,-122.2737,43.4737,54,1.04,16.61,8.52,0.16,6.63,8.73,3.3,0.68,0.33
Basalt,-122.2668,43.4773,53.18,1.04,17.88,8.49,0.16,5.36,9.06,3.7,0.74,0.39
Basalt,-122.276,43.478,52.52,1.45,17.44,8.96,0.17,6.24,8.65,3.56,0.67,0.34
Basalt,-122.2813,43.4767,55.7,1.15,17.32,7.35,0.15,4.54,8.73,3.48,1.26,0.32
Basalt,-122.277,43.4672,54.32,1.03,17.95,7.89,0.16,5.43,8.68,3.31,0.85,0.38
Basalt,-122.2782,43.515,54.4,0.92,17.8,7.93,0.16,5.3,8.66,3.6,0.84,0.39
Basalt,-122.2618,43.5272,53.61,0.77,17.41,8.77,0.17,6.09,8.53,3.68,0.61,0.36
Basalt,-122.3042,43.5312,51.9,1.33,18.42,8.95,0.18,6.34,8.61,3.29,0.57,0.41
Basalt,-122.2198,43.4557,55.46,1.15,17.5,7.64,0.15,4.93,8.49,3.36,1.05,0.27
Basalt,-122.2613,43.5465,54.69,1.14,17.78,7.61,0.15,4.88,8.88,3.47,1.09,0.31
Basalt,-122.2688,43.5437,55.61,1.06,17.49,8.18,0.13,4.94,7.86,3.32,1.11,0.3
Basalt,-122.2673,43.4912,55.74,1.08,17.21,7.64,0.16,4.51,8.23,3.58,1.29,0.56
Andesite,-122.2196,43.5925,56.3,0.96,18.74,7.12,0.13,4.53,7.71,3.31,0.9,0.3
Andesite,-122.242,43.596,58.22,0.97,19.17,7.13,0.06,3.85,6.8,2.84,0.81,0.15
Andesite,-122.2218,43.595,54.88,0.75,19.78,6.97,0.17,3.9,9,3.76,0.62,0.17
Andesite,-122.2437,43.5625,56.95,0.94,19,6.63,0.12,4.26,7.72,3.5,0.73,0.15
Andesite,-122.2572,43.5683,56.17,0.96,18.43,6.94,0.12,4.63,8.34,3.57,0.7,0.14
Andesite,-122.2553,43.5675,56.67,0.92,18.35,6.92,0.13,4.44,8.06,3.61,0.75,0.15
Andesite,-122.2625,43.5652,53.85,0.94,20.43,7.04,0.13,3.86,9.29,3.86,0.46,0.14
Andesite,-122.2402,43.5619,57.17,0.63,18.7,6.81,0.12,4.28,7.76,3.65,0.73,0.15
Andesite,-122.2342,43.5685,57,0.85,18.5,6.73,0.1,4.37,8,3.57,0.74,0.14
Basaltic andesite,-121.9484,44.73,53.91,1.18,17.27,8.52,0.15,5.5,8.62,3.56,0.91,0.38
Basaltic andesite,-121.942,44.73,53.33,1.36,17.08,8.94,0.16,5.98,8.71,3.61,0.51,0.32
Basalt,-121.906,44.7166,51.58,1.27,17.62,8.69,0.16,6.97,9.58,3.25,0.6,0.28
Basaltic andesite,-121.9057,44.7161,52.85,1.17,17.58,8.38,0.15,6.29,9.2,3.4,0.69,0.29
Basaltic andesite,-121.9183,44.748,53.62,1.06,18.13,8.53,0.1,4.92,8.69,3.6,1.07,0.28
Basaltic andesite,-121.9106,44.7397,55.12,1.14,17.99,7.07,0.11,5.03,9.12,3.29,0.92,0.21
Basaltic andesite,-121.922,44.7212,53.52,1.37,17.11,8.72,0.17,4.95,9.48,3.56,0.81,0.31
Basaltic andesite,-121.9235,44.7177,51.34,1.37,17.76,8.95,0.15,7.1,9.45,3.23,0.39,0.26
Basaltic andesite,-121.909,44.7379,55.69,1.65,17,8.49,0.17,3.31,7.21,4.13,1.71,0.64
Basaltic andesite,-121.9157,44.7433,52.68,1.21,18.28,8.67,0.16,5.58,9.56,3.07,0.57,0.22
Andesite intrusion,-121.9246,44.7182,58.77,1.13,17.05,7.22,0.14,2.84,6.04,4.65,1.62,0.54
Rhyolite,-122.1772,43.641,73.31,0.14,15.5,1.49,0.03,0.18,1.37,4.73,3.2,0.05
Rhyolite,-122.1468,43.631,73.85,0.13,15.07,1.55,0.06,0.13,1.21,4.44,3.2,0.36
Rhyolite,-122.1445,43.6345,74.2,0.14,14.94,1.46,0.05,0.2,1.2,4.7,3.06,0.05
Basaltic andesite,-122.2422,43.6762,54.98,0.89,18.64,7.32,0.14,4.58,9.12,3.43,0.73,0.17
Basaltic andesite,-122.197,43.6393,55.94,1.38,17.48,7.73,0.2,4.42,8.26,3.61,0.54,0.44
Basaltic andesite,-122.161,43.6547,57.96,0.9,18.89,6.74,0.11,2.36,7.21,4.37,1.26,0.2
Basaltic andesite,-122.274,43.7193,53.19,1.14,18.19,8.21,0.14,5.92,8.41,3.75,0.81,0.24
Basaltic andesite,-122.153,43.7188,52.76,1.23,16.96,8.69,0.16,6.97,8.33,3.35,1.21,0.34
Basaltic andesite,-122.1535,43.7178,53.03,1.32,17.77,8.92,0.15,4.8,7.82,4.04,1.3,0.85
Basaltic andesite,-122.154,43.7172,55.15,1.09,18.49,7.81,0.15,4.47,7.8,3.75,0.82,0.47
Basaltic andesite,-122.1545,43.7165,53.84,1.33,17.89,8.47,0.14,4.63,7.31,4.03,1.5,0.86
Andesite,-122.0893,43.6917,63.11,0.71,17.23,5.14,0.1,2.1,4.72,4.61,2.07,0.21
Andesite,-122.2402,43.7403,57.6,1.21,18.44,7.06,0.11,3.41,6.87,3.75,1.24,0.31
Andesite,-122.1125,43.7452,60.77,0.81,17.61,5.66,0.11,3.01,5.59,4.44,1.77,0.23
Andesite,-122.2432,43.7122,61.75,1.02,17.84,6.25,0.14,2.68,5.47,4.06,0.57,0.22
Basalt,-122.1512,43.7218,51.26,1.66,18.05,9.41,0.17,5.47,9.55,3.62,0.46,0.35
Basalt,-122.1508,43.7208,51.26,1.28,17.49,9.34,0.17,7.03,8.88,3.52,0.67,0.36
Basalt,-122.1512,43.7203,51.56,1.23,17.31,9.38,0.17,6.69,9.15,3.45,0.77,0.29
Basalt,-122.1518,43.7198,51.96,1.24,16.89,8.82,0.16,7.52,8.78,3.45,0.82,0.36
Basalt,-122.2182,43.7023,51.89,1.38,17.44,9.24,0.18,7.06,8.45,3.4,0.66,0.3
Basalt,-122.1812,43.7005,51.35,1.33,17.46,8.66,0.17,7.12,9.7,3.19,0.64,0.38
Basaltic andesite,-122.1642,43.6898,52.21,1.3,18.17,8.75,0.16,5.54,9.09,3.81,0.65,0.32
Basalt,-122.2317,43.6104,53.11,1.13,17.48,8.5,0.16,5.91,8.44,3.74,1.05,0.48
Basaltic andesite,-122.174,43.5864,52.72,1.25,17.79,8.88,0.18,5.23,8.65,3.79,0.94,0.57
Basalt,-122.2183,43.5709,49.19,1.9,15.94,10.72,0.17,7.58,9.5,3.17,1.27,0.56
Basalt,-121.921,44.681,52.31,1.18,16.66,10.3,,7.17,9.39,2.52,0.47,
Basalt,-121.978,44.676,50.5,1.61,18.34,8.97,,6.95,10.18,3.22,0.23,
Basaltic andesite,-121.952,44.658,55.42,1.31,18.04,7.56,,5.14,8.16,3.83,0.54,
Andesite,-121.958,44.467,59.88,0.77,18.1,6.3,,3.8,6.1,4,1.05,
Dacite,-121.962,44.65,66.94,0.79,16.73,4.68,,1,3.19,4.48,2.19,
Andesite,-121.9986,44.5946,63.67,0.57,18.88,4.85,,1.62,5.05,4.54,0.82,
Andesite,-121.892,44.568,64.23,1.07,16.16,5.62,,1,4.72,5.02,2.18,
Basalt,-121.9497,44.7178,52.57,1.33,17.19,9.5,,7.18,7.78,3.74,0.71,
Andesite,-121.977,44.666,61.65,0.89,17.7,4.22,,3.72,6.54,4.22,1.06,
Basalt,-121.928,44.608,50.86,1.5,19.08,10.19,,5.99,8.29,3.5,0.59,
Basaltic andesite,-121.911,44.623,56.82,1.19,16.95,8.48,,4.99,6.88,3.59,1.1,
Basaltic andesite,-121.892,44.615,53.29,1.51,18.44,8.36,,5.24,8.87,3.73,0.56,
Dacite tuff,-121.912,44.6218,68.58,1.59,15.43,3.19,,0.9,2.79,4.68,2.84,
Basaltic andesite,-121.911,44.689,54.62,1.37,19.11,8.6,,3.7,8.1,3.7,0.8,
Basaltic andesite,-121.932,44.716,56.66,1.03,17.67,7.47,,4.95,7.27,4.04,0.91,
Basaltic andesite,-121.909,44.686,54.7,1.18,16.19,7.44,,6.74,7.95,4.43,1.37,
Basaltic andesite,-121.905,44.682,52.85,1.38,18.55,8.62,,6.02,8.42,3.61,0.55,
Basaltic andesite,-121.9867,44.6609,52.98,1.1,17.29,10.27,,6.41,7.73,3.46,0.76,
Dacite,-121.99,44.658,69.17,0.55,16.13,3.65,,0.71,2.43,4.87,2.49,
Basaltic andesite dike,-121.924,44.701,53.66,1.17,19.84,6.85,,4.93,9.47,3.73,0.35,
Basaltic andesite dike,-121.922,44.706,58.28,0.97,19.86,3.93,,3.73,8.87,3.53,0.83,
Basaltic andesite dike,-122.005,44.673,54.21,0.96,18,7.73,,6.41,8.14,3.87,0.68,
Dacite plug,-121.922,44.723,69.33,0.49,16.22,3.53,,0.5,1.91,5.24,2.78,
Andesite,-122.587,43.588,54.44,1.2,16.94,9.52,,5.61,8.82,2.81,0.65,
Basalt,-122.618,43.575,49.82,1.62,19.44,11.44,,3.85,10.53,2.84,0.46,
Andesite,-122.656,43.575,55.91,1.64,15.69,9.93,,4.57,7.55,3.38,1.34,
Andesite,-122.656,43.575,55.19,1.14,16.3,9.24,,5.96,8.15,2.98,1.04,
Andesite,-122.655,43.574,53.74,1.15,16.21,9.6,,6.8,8.2,3.4,0.9,
Andesite,-122.655,43.573,59.53,1.82,16.51,4.08,,4.93,7.72,3.75,1.66,
Dacite,-122.646,43.569,71.43,0.45,14.59,3.5,,0.9,2.1,4.5,2.55,
Basalt,-122.658,43.6,49.95,1.26,18.03,10.07,,7.55,10.27,2.32,0.55,
Andesite,-122.624,43.574,56.19,1.31,16.52,8.36,,4.63,8.96,2.72,1.31,
Andesite,-122.631,43.605,60.03,1.31,15.18,10.56,,3.62,4.83,3.72,0.75,
Basalt,-122.651,43.585,50.72,1.33,17.62,10.04,,7.48,9.53,2.87,0.41,
Dacite intrusion,-122.636,43.583,71.56,0.55,15.09,3.5,,0.7,2,4.2,2.4,
Basaltic andesite dike,-122.652,43.579,53.21,1,15.35,9.77,,8.07,7.67,2.59,2.34,
Quartz diorite,-122.633,43.587,62.73,0.9,16.16,6,,3.11,5.72,3.51,1.86,
Quartz diorite,-122.633,43.588,64.21,0.85,15.98,5.58,,3.1,5.19,3.4,1.7,
Quartz diorite,-122.625,43.586,63.93,0.9,16.18,5.55,,2.3,5.39,4.1,1.65,
Quartz diorite,-122.623,43.586,58.13,1.01,17.06,7.35,,4.84,6.66,3.73,1.21,
Quartz diorite,-122.631,43.58,64.85,0.9,15.71,5.32,,2.5,4.5,4.1,2.1,
Quartz diorite,-122.631,43.581,63.98,0.96,16.15,5.89,,3.33,4.34,3.43,1.92,
Quartz diorite,-122.631,43.58,63.69,0.9,15.95,5.77,,2.81,5.12,3.91,1.86,
Quartz diorite,-122.64,43.579,60.91,1.12,16.56,6.59,,3.99,5.62,3.58,1.64,
Quartz diorite,-122.644,43.58,65.17,0.8,15.69,5.31,,2.82,3.92,3.82,2.46,
Quartz diorite,-122.632,43.609,56.08,0.95,17.79,7.54,,5.03,7.64,3.72,1.26,
Quartz diorite,-122.646,43.576,61.51,1.01,16.59,5.96,,3.64,5.46,3.74,2.07,
Quartz diorite,-122.644,43.573,60.35,1.06,17,6.71,,4.83,4.93,3.42,1.71,
Quartz diorite,-122.646,43.574,66.57,0.8,15.46,4.87,,2.21,3.92,3.61,2.56,
Granodiorite,-122.626,43.604,71.33,0.81,14.57,3.52,,1.01,4.25,3.54,0.96,
Quartz diorite,-122.637,43.609,67.72,0.81,16.5,4.28,,2.75,3.05,2.14,2.75,
Quartz diorite,-122.641,43.593,61.92,0.86,16.24,6.31,,4.26,5.58,3.25,1.57,
Quartz diorite,-122.639,43.584,61.51,1.02,16.47,6.66,,3.66,4.68,3.25,2.75,
Quartz diorite,-122.642,43.577,61.35,0.91,16.59,6.37,,4.02,5.43,2.82,2.51,
Quartz diorite,-122.65,43.572,52.04,1.31,19.06,8.78,,5.45,8.98,3.43,0.96,
Granodiorite,-122.656,43.569,59.62,1.28,17.64,8.79,,0.99,5.32,4.24,2.12,
Quartz monzonite,-122.634,43.597,66.81,0.77,15.43,5.17,,1.66,4.35,3.74,2.07,
Basalt,-122.1219,43.9743,48.57,1.26,17.63,10.26,0.17,8.29,10.28,2.9,0.43,0.21
Andesite,-122.2582,43.5163,49.08,1.61,16.61,11.04,0.17,7.4,9.3,3.44,0.95,0.4
Basalt,-122.0084,43.9618,50.04,1.73,17.07,9.81,0.17,6.89,9.64,3.52,0.73,0.4
Basalt,-122.2304,43.5292,50.3,1.63,16.35,9.93,0.17,6.87,9.28,3.52,1.4,0.55
